,卒,祥,錯,共,志,須,衰,畝,聘禮,師,藏,徒,下室,心,嚳,法,賢,重,筮,禮,厭,職,疾,匹,禮數,特,豳,明文,夫,耕,德,毛詩傳,播,狄,夫布,先師,螳蜋,令,幅,箕子,父母,家,畿,誅,殯,盛,君,論,郊,酏,定,備,旨,夏,遷,寢,酒,改,閏月,事,國語,卜,興,馬,實,正,五,常禮,別子,九州,眾,月,賦,記,田矢,牧,字,掌,生,四百,周公,禫,三年,晉,天,崩,視,尺,庚午,兗州,兆,河,昏禮,立,節,州,陽,左傳,制,春,貢,西,取,今,征,國,右,善,麟趾,師保,禘,攝,早,別,居,奠,召公,九河,告,傳,率,康誥,矰矢,交會,春秋,兩,易,陰,請,埰,矢人,穀梁傳,執,周,序,計,禹貢,常,咫,會,積畫,祈,侯,小雅,成王,公,廢,上帝,定陶,適,六,異義,經,民,秦,餰,左,夫人,爵,禘祫,三公,畿服,百,常人,堪輿,世,專,麟,設,十月,責,孤,功,小國,男,界,地,雅,厲王,廟,王者,東,爾雅,觀,道,埋,正月,樂記,半,文王,亡,積,政,禦,月令,歸藏,二,蠻,宮,獻,關雎,吉,犂,祀,乘,陰陽,尚書,物,布,七月,尚書緯,典禮,沈齊,還,間,大夫,族,方,文武,祭,樂,帝,祖,妃,王城,八,分,化,四,訟,母,王制,大陸,內,神,解,喪禮,少,虞,明堂,禮運,治,杜子春,使,歌,終,卿,罪,古,先公,孔子,述,寸,命,例,禮記,太平,黃帝,周禮,巡守,外,處,滅,欲,朝,禮典,司馬法,吳,南,承,社,句龍,時,閭,祭祀,除,近,夷,嫁,法度,稅,衛,哭,始,思,曲禮,閏,誤,十,里,案,閑,假,配,軍,數,二月,后土,癸,號,論語注,風,五十,葬,餘,小,種,稃,忠信,狗,度,頌,后稷,公羊傳,辛亥,天子,北,三百,獨,祖道,武王,大祖,沙,異,鎬京,天地,姜嫄,歸,信厚,年,致,伯,澄,諸侯,廣,主,殷,土,並,祭法,史記,晚,封,箋,行露,連山,詩,孝,父,紂,甸,賜,族師,公子,縣,萊,代,禹,五帝
卒,0.2,0.15357189178466799,,,0.13358527421951294,,,,,,,,0.13727140426635742,,0.12494870424270631,,,,,0.13617192506790163,,,0.1520561456680298,,,,,,,,,0.12118568420410157,,,,,,0.12268030643463135,,,0.15664557218551636,,,,0.16742776632308962,,,,,,,,,,0.1311237931251526,,,0.13497538566589357,0.15855942964553835,,0.13790242671966554,,,,,0.14233373403549196,,,0.12179315090179443,,,0.16584789752960205,,0.1252125382423401,,,,,,,,0.15407613515853882,0.18454861640930176,,0.14434478282928467,,,,,,,,0.1369923233985901,0.13895819187164307,,,,,0.13012802600860596,0.12742505073547364,,,,,,,,0.12157480716705323,,,0.1297021746635437,,,,,0.13358403444290162,,,,0.13460320234298706,,,,,0.15041658878326417,0.13428443670272827,,,,,,0.1560965895652771,0.13305245637893678,0.12069302797317505,,,,,,0.14146049022674562,,,,,,,0.12272334098815918,0.12638630867004394,,,,0.1735705614089966,0.16142847537994387,,,,,0.1736674427986145,,0.13711833953857422,,,,,,0.1449102759361267,,,,,,,,,,,,,0.12624235153198243,0.14014339447021484,,,,,,0.12473065853118898,0.13083771467208863,,,,0.14708383083343507,,,,,,,,0.17304084300994874,,,,,,,,0.14330074787139893,,,0.15351868867874147,0.1268256425857544,,,0.14093257188796998,,,,,0.13071054220199585,0.12325208187103272,,,0.17135945558547974,,,,,,,,0.14394476413726806,0.12616046667098998,,,,,,,,0.14307290315628052,,,,,0.12587761878967285,0.14816701412200928,,,,,0.13460527658462526,,,0.12894774675369264,,0.1213223695755005,,,,,,,0.1273646116256714,0.15173033475875855,0.1473422408103943,0.12084270715713502,,,,,,,,,0.13091840744018554,,,,0.15441685914993286,,,0.14096715450286865,0.15288909673690798,,,,0.14775692224502565,,,,,,0.12986024618148803,0.12332329750061036,,,,,,,,,,0.16774870157241822,,,,,,0.14182533025741578,,,0.12165762186050416,0.14336128234863282,,,,,,0.1333919882774353,0.12745200395584108,0.14028112888336183,,,,0.13821961879730224,,,,0.14803786277770997,,,,0.1320909857749939,,0.14618066549301148,0.1336080551147461,,,0.12372547388076782,,,,,,,,,0.18609466552734377,,,,,,,,,0.1258710265159607,0.13825219869613647
祥,0.15357189178466799,0.2,0.15541816949844361,,0.17562159299850466,0.12807166576385498,0.17132261991500855,,0.12925415039062502,,0.15103976726531984,,0.1437498211860657,0.16971064805984498,0.14783483743667603,,0.16721045970916748,,,0.15142778158187867,0.15253252983093263,,0.17333099842071534,,,,,0.14535875320434571,,,0.12053099870681763,0.17098720073699952,,,,0.14631983041763305,0.1505785584449768,0.15139033794403078,,,0.16441168785095217,,,0.1681379556655884,0.14211454391479492,,,,,,0.13315547704696656,0.1628577709197998,,0.15478806495666506,0.1341764807701111,0.16227352619171143,,0.1791557788848877,0.16168527603149416,0.13992116451263428,0.14338934421539307,,0.15031048059463503,,,0.1899948000907898,,0.1693598508834839,,,0.14813802242279053,0.1820237398147583,,0.17261258363723755,,,,,0.161802613735199,,0.12527092695236205,0.1961479425430298,0.18301050662994386,0.14268425703048707,0.13212274312973024,0.16060899496078493,,,0.14822757244110107,,0.15373574495315553,,0.18411526679992676,,0.15535813570022583,,0.12314503192901612,,0.12953822612762453,0.16257911920547485,,,0.13353958129882812,,,,0.14540148973464967,0.18062974214553834,0.14714795351028442,0.15781924724578858,0.13318217992782594,0.14117875099182128,0.1593128800392151,,,0.14754581451416016,,,,0.1646214008331299,,,,0.13945844173431396,0.1781383514404297,0.17487668991088867,,0.122830331325531,0.14155875444412233,,,0.16769282817840578,0.16155747175216675,0.12535711526870727,0.1707642436027527,,,0.14807385206222534,,0.1738857626914978,,0.15419615507125856,,0.1342034101486206,0.14610635042190553,,0.13284494876861572,0.1370600700378418,,,,0.18821744918823244,0.18440438508987428,,,,0.1456775426864624,0.18503808975219727,,0.17926074266433717,0.15140829086303711,,,0.12142218351364137,0.1447225570678711,0.18640787601470948,0.12611650228500368,0.12810517549514772,0.1428508996963501,0.14876493215560913,0.14515856504440308,,,,,,,,0.1512995719909668,,0.14616749286651612,,,0.1341058373451233,0.14179211854934692,0.1306780219078064,0.165365207195282,0.1447990894317627,,0.1317777156829834,0.17035348415374757,,0.16217947006225586,,0.12003389596939087,0.16117378473281863,,,0.16058137416839602,,0.13713954687118532,0.1259993553161621,,,,0.14595797061920165,0.1774925231933594,,,0.1888917088508606,0.18388763666152955,,,0.15748502016067506,0.15689077377319338,,,,0.15752545595169068,,0.13138359785079956,0.12487502098083497,0.1399867057800293,0.14356863498687744,,,,0.13246169090270996,,0.146969997882843,0.16955330371856692,,,,,,0.15069638490676882,,,0.1261172413825989,,,0.16526727676391603,,0.17345865964889529,0.17755601406097413,,0.15345466136932373,,0.1221772313117981,0.18465241193771365,0.15969372987747193,,0.12266451120376587,0.1484593391418457,0.1278875231742859,0.14462798833847046,0.16074328422546388,0.13114044666290284,,,0.1603858232498169,0.1373737096786499,0.12395243644714356,0.1258241415023804,0.12018740177154541,,0.1266897201538086,,0.15011467933654787,,,0.15739856958389284,,0.15921655893325806,0.12689603567123414,0.15822763442993165,,0.17943342924118044,0.17612109184265137,,0.14730052947998049,0.1560577988624573,,0.14269126653671266,0.14720848798751832,0.15767935514450074,,,,0.1366859555244446,,0.14450550079345703,0.12263033390045167,,,,,0.13237223625183106,0.17226262092590333,0.16750112771987916,0.12764557600021362,,0.14359384775161743,,0.12352280616760254,,,0.14418537616729737,0.18274596929550171,,0.15937550067901612,0.14740166664123536,0.159308660030365,0.15648546218872073,,,,,0.15171152353286743,0.16218440532684328,0.12078888416290284,0.12807514667510986,,0.16465784311294557,0.15390501022338868,0.1481954336166382,,0.12583374977111816,0.13590842485427856,0.13107842206954956,,,,,0.1290101647377014,0.14279836416244507,,0.14143927097320558,,0.16351364850997926,0.14870221614837648,,0.1438854455947876,0.1684404969215393,0.16128692626953126,0.128101122379303,0.13853874206542968,0.16746627092361452,0.14588663578033448,,,,0.13202778100967408,,,0.15674524307250978,0.15704180002212526,0.1538699507713318
錯,,0.15541816949844361,0.2,0.14920769929885866,0.17545274496078492,0.16463645696640017,0.159794557094574,,0.178682541847229,,0.12922506332397463,0.1646241068840027,0.12128558158874513,0.1642518997192383,0.12149806022644044,0.13430761098861696,0.16333717107772827,0.14290009737014772,,,0.14066596031188966,0.12163448333740234,0.16496100425720217,,0.14775843620300294,0.15298199653625488,0.13528814315795898,0.12316852807998657,,0.13067768812179567,,0.1571488380432129,,,0.12730528116226197,0.1334937334060669,0.14944028854370117,0.12320172786712646,,,0.1560220003128052,,,0.16272461414337158,,,0.12267053127288818,0.13053802251815796,,,0.12218575477600098,0.1690248727798462,0.1574127197265625,0.12206174135208131,,0.16320195198059084,,0.15628335475921631,0.12951922416687012,0.13490246534347536,0.13627471923828124,,0.12467007637023926,,0.13534858226776122,0.14235436916351318,,0.16999343633651734,,,0.146760630607605,0.12203776836395264,,0.1552273154258728,,0.12258888483047486,,0.12910624742507934,0.156427001953125,,,0.1458517551422119,0.1370402216911316,0.14311977624893188,,0.15271466970443726,0.1712772011756897,,0.13822410106658936,,0.16754155158996584,,0.16639026403427126,,0.16066972017288209,0.12223150730133057,0.12308281660079956,,0.12910350561141967,,,0.12510324716567994,0.16166450977325442,0.12228348255157472,0.1236800789833069,,0.14336572885513307,0.16242951154708862,0.13997431993484497,0.1405677080154419,,,0.130126428604126,0.13202168941497802,,0.12658365964889526,,0.12077251672744752,,0.13843126296997071,,0.17759375572204592,0.12486329078674317,0.12991070747375488,0.16422120332717896,0.15046843290328982,,0.12202049493789674,0.15326690673828125,,,0.13922706842422486,0.17033884525299073,,0.1656260371208191,,0.1404869318008423,0.16470761299133302,,0.15164148807525635,,0.1505244016647339,,,0.12398391962051392,,,,,0.1408790946006775,,0.15049529075622559,0.15811715126037598,,,,0.14536112546920776,0.1442897081375122,,0.14335708618164064,0.1254771590232849,,,0.13754985332489014,0.15348743200302126,0.16963164806365968,,,0.1356689214706421,0.13116096258163454,0.17302204370498658,0.16333322525024416,,0.1647439479827881,,,,,0.14519009590148926,,,0.13033384084701538,0.1345589280128479,0.13218276500701906,0.16977974176406863,,0.1399945855140686,0.12914690971374512,0.12952096462249757,,0.15076519250869752,0.17440128326416016,0.14266595840454102,0.13031547069549562,,0.16905455589294435,,,0.12815463542938232,,,0.13003106117248536,,,,0.12432481050491334,0.14975471496582032,0.1225786328315735,,0.14314254522323608,0.17460507154464722,,0.12059640884399414,0.126121187210083,0.1611978054046631,,0.12701756954193116,,0.13198834657669067,,,,,0.13565880060195923,,,,,,0.1504089117050171,,,,,,,0.14577277898788452,0.15095757246017458,,,,0.14233307838439943,0.1651804804801941,0.1455247163772583,0.1341222405433655,0.16766314506530763,,0.16793149709701538,0.12433961629867554,,0.15311133861541748,0.13852599859237671,,,0.18750247955322266,0.1524434804916382,,0.16480183601379395,,,0.14246776103973388,0.15839102268218996,0.1248494029045105,,,0.13310754299163818,,,0.14452157020568848,0.14684509038925173,,,0.125907039642334,0.14128128290176392,0.14851940870285035,0.1480209231376648,0.14188629388809204,0.12663530111312868,0.12710033655166628,0.16656060218811036,0.12691636085510255,0.14451638460159302,,,0.18083735704422,0.14844746589660646,0.1384850025177002,,,,0.15905938148498536,,0.1529373288154602,,,0.12388992309570312,,,0.12660346031188965,0.1503300666809082,0.17289419174194337,,,,0.1267240047454834,0.1398224949836731,,0.12750061750411987,0.13482120037078857,0.16276657581329346,,0.15080639123916628,0.12774394750595094,0.1422683596611023,0.14689668416976928,0.13645752668380737,,0.12030253410339356,0.14746204614639283,0.1213118076324463,0.13213326930999755,,,0.15127166509628298,0.16464506387710573,0.12620042562484743,0.13742570877075197,0.1476033329963684,,,,,,,,,,,0.1662137031555176,,0.1504397988319397,0.13447483777999877,,0.12353357076644898,0.15658808946609498,0.17075752019882204,,0.1832635998725891,0.12454267740249635,,,,0.16884374618530273,,,,0.15761526823043825,0.12899044752120972,
共,,,0.14920769929885866,0.2,0.14298373460769653,0.13693639039993286,0.12092665433883668,0.13608098030090332,0.16328866481781007,,,0.1748979091644287,,0.1358455300331116,,,0.13391317129135133,0.1274890184402466,,,,0.1290010690689087,,0.14988592863082886,0.12852191925048828,0.1259598731994629,0.1598525047302246,,0.12882425785064697,,,,0.1410611152648926,0.1260698437690735,0.14510242938995363,,0.12489008903503418,,,0.1565041780471802,0.12373346090316772,0.14154728651046752,0.1574183225631714,,,,0.14787302017211915,0.16534986495971682,,,,0.13179937601089478,0.15589054822921755,,,0.1359087109565735,,,,,,,,0.1562690615653992,0.15967217683792115,,0.15271881818771363,0.1493830680847168,,,,,0.14582680463790895,,,0.1807110071182251,,0.1534679412841797,,0.16265153884887695,,,,,,,0.1502898931503296,,,0.13299959897994995,0.14921022653579713,0.14092855453491213,0.1251266121864319,,0.12404766082763673,0.1810278296470642,,,,,0.13643940687179565,0.16195393800735475,0.16561959981918337,0.14731075763702392,0.13907880783081056,0.1420692801475525,,,,,,,,0.14189895391464233,0.14261856079101562,,,0.14461019039154052,,,0.16032408475875856,0.15898573398590088,,,,,0.12407574653625489,,,0.1685389280319214,,,0.13930180072784423,,0.14103583097457886,0.16812785863876345,0.1586002588272095,0.1485172986984253,,,,0.13004199266433716,0.16628626585006714,,,0.13928815126419067,,,0.16663191318511963,0.1825504779815674,0.13163275718688966,,,0.1445137619972229,,,0.12754173278808595,,,,,0.13550910949707032,0.15709298849105835,,0.12184324264526368,,,,0.12366116046905518,,0.16569985151290895,0.1632995367050171,,0.1438889741897583,0.1746986746788025,0.1279078006744385,0.16176480054855347,,0.1291927218437195,,,0.16943534612655642,0.13963639736175537,0.1300032377243042,0.1562669038772583,,,,0.17573480606079103,,,0.1419983148574829,,,,0.1445031762123108,0.14985504150390624,0.12363907098770142,,,,,,,0.14775162935256958,,,,0.12083520889282227,,0.12800542116165162,,,,0.12915128469467163,0.12281570434570313,0.154930317401886,0.15949723720550538,,,,,,,0.15461944341659548,0.13485311269760134,0.14678747653961183,,0.1458490490913391,0.14100606441497804,,,0.14195584058761598,0.1580579996109009,,,,0.14600032567977905,0.15638982057571413,,,0.17444700002670288,0.13439091444015502,0.15631372928619386,,,0.15577945709228516,0.12896530628204347,0.1220326066017151,,,,,,0.147094464302063,0.13981738090515136,,0.13367244005203247,,,0.17391682863235475,0.13829058408737183,,,,,0.1600623965263367,,0.15463833808898927,,,,,0.1602819561958313,0.1316051483154297,0.1486872673034668,,0.1395144820213318,,0.12148590087890626,0.1437698245048523,0.12573134899139404,,,0.1622391939163208,,,,0.15838837623596191,0.15854525566101074,0.16172510385513306,0.15291680097579957,,,,,,,,,0.14625130891799928,,0.15067342519760132,,0.16447552442550661,0.1277385473251343,0.15581283569335938,0.1493733763694763,,0.12225149869918824,,0.12637524604797365,,,,0.15821746587753296,0.14603860378265382,0.1690149545669556,0.16522942781448366,,,,,0.1535557270050049,0.12007492780685425,,,0.14333066940307618,,,,0.16372711658477784,,0.13250360488891602,,,,,0.15080554485321046,,,,,,0.12956862449645998,0.14718726873397828,,0.1690865159034729,,,0.15251744985580445,0.14767576456069947,0.16458795070648194,,0.16657055616378785,0.14919538497924806,0.12050143480300904,,
志,0.13358527421951294,0.17562159299850466,0.17545274496078492,0.14298373460769653,0.2,0.16171176433563234,0.16967116594314577,,0.16524240970611573,,0.14977904558181762,0.15421824455261232,0.14850995540618897,0.17488369941711426,0.158721399307251,0.13985342979431153,0.17669535875320436,0.1294135332107544,,0.13418080806732177,0.1589237689971924,,0.18259005546569826,,0.14670687913894653,0.13743381500244142,0.1326690196990967,0.1599899768829346,,,,0.18001158237457277,,,,0.15863959789276125,0.15537035465240479,0.16119171380996705,,0.12062374353408814,0.17986499071121217,,,0.17581409215927124,0.13658804893493653,,,0.13262513875961304,,,0.1497909426689148,0.1825484037399292,0.14742122888565065,0.13407171964645387,0.13246368169784548,0.17454168796539307,,0.17734705209732057,0.1511961102485657,0.14507834911346437,0.16583107709884645,,0.14433126449584963,,0.1402544379234314,0.16849454641342165,,0.19549323320388795,,,0.16877470016479493,0.14770034551620484,,0.1796414613723755,,,,,0.16749914884567263,,0.13307170867919924,0.16650309562683108,0.1594438910484314,0.14719725847244264,0.15247097015380862,0.17075643539428711,0.15560526847839357,,0.15814828872680664,,0.17875994443893434,,0.1912257194519043,,0.1667589545249939,,0.12816271781921387,0.13876267671585082,0.14087647199630737,0.16165908575057986,,,0.1657612919807434,,,,0.15133185386657716,0.17265794277191163,0.1466274857521057,0.1611269235610962,0.1285515308380127,0.13459322452545167,0.14588414430618288,,,0.15299758911132813,,,0.13880306482315063,0.15991997718811035,,0.15046857595443727,,0.14054341316223146,0.17123160362243653,0.18072482347488406,,0.12623610496520996,0.16740994453430177,,,0.16477824449539186,0.18551105260849,0.13792858123779297,0.18513116836547852,,0.13975181579589843,0.17965227365493774,,0.1805007576942444,,0.1832422137260437,,0.1319381356239319,0.14448797702789307,0.12746521234512329,0.13852462768554688,0.14710958003997804,,0.12810811996459961,,0.17168593406677246,0.17743149995803834,0.12292418479919434,0.13756442070007324,,0.1573969841003418,0.16938636302947999,,0.14261891841888427,0.1493561863899231,,,0.13529813289642334,0.16670606136322022,0.1817749857902527,0.14462188482284546,,0.1582171678543091,0.14422593116760254,0.1838284134864807,0.1316507935523987,0.1348867177963257,0.1294628143310547,,,,0.13059037923812866,0.1768740177154541,,0.1458236575126648,,,0.15039992332458496,0.17371305227279665,0.14876792430877686,0.17307701110839846,0.14606081247329714,0.1322853684425354,0.1217631220817566,0.1765065670013428,0.14114017486572267,0.16364315748214722,0.1364605188369751,0.13014810085296633,0.18384830951690675,,,0.16828304529190063,,0.12677502632141113,0.12750493288040163,,,,0.14313565492630007,0.16326017379760743,,,0.16523383855819704,0.1894615173339844,,,0.16540189981460574,0.17574758529663087,,,,0.1691053867340088,,0.12061702013015747,0.1342144250869751,0.13745151758193971,0.16328072547912598,,,,0.12034368515014648,,0.16064894199371338,0.1225901484489441,0.12534747123718262,,,,,0.1646681070327759,,,0.12673075199127198,,0.12705937623977662,0.18104606866836548,,0.1672687530517578,0.18615589141845704,,0.1745300054550171,,0.13616206645965576,0.17060221433639527,0.15403637886047364,,0.1373063564300537,0.17387248277664186,0.16637396812438965,0.12844382524490358,0.18377114534378053,0.12287358045578003,,0.15336079597473146,0.17874929904937745,0.15874621868133545,0.14783427715301514,0.12777667045593263,0.13470100164413454,,0.13132750988006592,0.13208439350128173,0.15757267475128175,,,0.1532961130142212,,0.18127985000610353,0.15912885665893556,0.15751768350601197,,0.14859189987182617,0.1848599910736084,,0.16930074691772462,0.15441458225250246,,0.18000340461730957,0.1506717562675476,0.14735223054885865,,,,0.16900346279144288,,0.1629085898399353,0.12646331787109374,0.1423426389694214,,,,0.13403632640838622,0.1717206835746765,0.1917134761810303,0.13093836307525636,,0.1330175518989563,,0.15311193466186523,,,0.14996080398559572,0.18977121114730836,,0.16894513368606567,0.16429517269134522,0.15864393711090088,0.1692184090614319,0.13469542264938356,,0.1230736017227173,,0.16468311548233033,0.1579238772392273,0.12369387149810791,0.12783366441726685,0.1478825330734253,0.1786146640777588,0.16212005615234376,0.16691986322402955,0.16584171056747438,,0.12991687059402465,,,,0.13263717889785767,,0.14614472389221192,0.13736706972122192,,0.1759463429450989,,0.17916244268417358,0.1471988797187805,,0.14371130466461182,0.17613164186477662,0.18427047729492188,0.12792046070098878,0.17348684072494508,0.14652888774871828,0.1326213598251343,,,0.13807598352432252,0.12197866439819337,,0.1219754457473755,0.17759631872177126,0.15130286216735842,0.15672962665557863
須,,0.12807166576385498,0.16463645696640017,0.13693639039993286,0.16171176433563234,0.2,0.13538678884506225,,0.18111093044281007,,,0.14145119190216066,,0.16429933309555056,0.12176306247711183,,0.14991191625595093,,,,0.12743282318115234,,0.14949532747268676,0.1253829002380371,0.13299133777618408,0.18262689113616945,0.12114394903182985,0.1208667278289795,,,,0.16017656326293947,,,,0.15665682554244997,0.13826719522476197,0.13147468566894532,0.14955085515975952,,0.12339316606521607,,,0.1309230089187622,,,0.14022113084793092,0.14402427673339843,,,0.1591718077659607,0.14757848978042604,0.13320691585540773,,0.12027270793914796,0.12090702056884767,,0.1330636501312256,,,0.1443238377571106,,,0.13025645017623902,0.13169230222702027,,0.12884455919265747,0.16786917448043825,,0.12048095464706421,0.14303585290908813,,,0.15663607120513917,0.13413182497024537,,,0.12032983303070069,0.14400148391723633,,,,,0.12206401824951173,,0.13764325380325318,0.17994177341461182,0.1382622241973877,0.14272058010101318,,0.15629053115844727,,0.14955281019210817,,0.15779103040695192,,,0.15650534629821777,0.12707468271255493,0.12984302043914794,,,0.1616160273551941,,,,,0.12884093523025514,,0.1363214135169983,,,,0.1321582555770874,,,,,0.15498168468475343,,,0.1400204300880432,0.15300118923187256,,0.1348724365234375,0.13862401247024536,,,0.15417048931121827,0.12071322202682495,,0.14019787311553955,0.17261836528778077,,0.15085742473602295,,0.12792201042175294,0.1526451349258423,0.13883070945739748,0.14183019399642946,0.14523782730102539,0.15600616931915284,,,,0.1359457850456238,,0.13223336935043337,,0.1421124815940857,,0.13672895431518556,0.1283450961112976,0.13995599746704102,0.1549897313117981,,0.1224704384803772,,,,0.1288100004196167,,,,0.14122244119644164,0.14376013278961183,,,,,0.16586908102035525,0.16837486028671267,0.13121538162231447,0.17193721532821657,0.12162833213806153,,,,0.1297473907470703,,,,0.14238972663879396,,0.14622732400894164,0.15030272006988527,0.13435940742492677,,,,0.15694853067398074,0.17407351732254028,0.12136000394821167,0.134812331199646,0.13548060655593872,0.1636817216873169,0.1499700665473938,,0.12649035453796387,,,,0.14513986110687258,,,,,,,,0.15209009647369387,,,,0.14881902933120728,0.1292861580848694,0.133735728263855,,0.12610994577407839,,,,,0.125068998336792,,,,,0.14005349874496462,0.13333547115325928,,,,,0.12556849718093874,,0.13141242265701295,,,,,0.1218357801437378,0.1528710961341858,0.12320157289505006,,0.1535474181175232,0.12623074054718017,0.13216936588287354,0.13837900161743164,,,,0.14589711427688598,0.13818800449371338,0.18043535947799683,0.12006758451461792,,0.1624254584312439,,,0.14136183261871338,0.13542838096618653,,0.14310238361358643,,0.12023600339889527,0.13745461702346803,,0.12409305572509766,0.1256117343902588,0.13551628589630127,0.130238676071167,,0.144913125038147,0.13846594095230103,0.12809431552886963,,,,0.1499263882637024,,0.12441959381103516,,,0.16626741886138918,0.12432727813720704,,0.14757792949676515,,,0.165317440032959,0.13414210081100464,,,,,,0.13818341493606567,,0.132847535610199,0.17355626821517944,,,,0.12977745532989501,0.12935612201690674,0.1357285499572754,0.14000862836837769,,0.14607445001602173,0.15422320365905762,0.12366929054260255,0.12942309379577638,0.12183502912521363,0.14511792659759523,0.13473111391067505,,0.1271012306213379,0.1385960578918457,0.14085891246795654,,0.12460428476333618,0.12666794061660766,0.1354997158050537,0.1468193292617798,,0.1288864254951477,0.15867141485214234,,,,,,,0.14123468399047853,,,0.1319500207901001,0.15770612955093385,0.12599421739578248,0.1437049984931946,,0.14205758571624758,,0.1306943416595459,0.1631670355796814,,0.16931838989257814,,,,,0.14570845365524293,,0.12353096008300782,0.12828683853149414,0.17368365526199342,,
衰,,0.17132261991500855,0.159794557094574,0.12092665433883668,0.16967116594314577,0.13538678884506225,0.2,,0.14167933464050295,,,0.14268368482589722,,0.17332913875579836,0.13429516553878784,,0.1753900170326233,,,0.13682554960250856,0.12249906063079835,,0.17180787324905397,,,0.12390917539596558,,0.12284094095230103,,,0.14549070596694946,0.17195484638214112,0.12245625257492065,,,0.13994810581207276,0.16631039381027224,0.12760695219039916,0.13538659811019899,,0.1475624442100525,,,0.16594351530075074,,,,,,,0.12060251235961915,0.156102192401886,,,,0.15596781969070436,,0.15991894006729127,0.1228651762008667,0.1438762664794922,0.1293201446533203,,0.16881892681121827,,0.13382184505462646,0.15570324659347534,,0.16774982213974,,,0.1433548927307129,0.12978794574737548,,0.1707542181015015,,0.12180917263031006,,,0.15243149995803834,,0.15115087032318117,0.16352742910385132,0.15202629566192627,0.14392102956771852,,0.15842379331588746,0.12349271774291992,,,,0.15311397314071656,,0.17441891431808473,,0.1329864263534546,,,,0.1394421100616455,0.12963154315948486,,,0.16964248418807984,,,,0.1650975584983826,0.17741310596466064,0.16062071323394778,0.16417301893234254,,0.149280321598053,,0.1297246217727661,,0.12220652103424073,0.13718175888061523,0.12854927778244019,,0.16261688470840455,,0.13002699613571167,,,0.15493053197860718,0.173475182056427,,,0.1511954188346863,,,0.13234063386917114,0.15666556358337402,,0.17149066925048828,,0.1418558120727539,0.1356106400489807,0.12074707746505738,0.16345161199569702,0.12628207206726075,0.1423110008239746,,0.14438288211822511,0.1387944459915161,,0.14378242492675783,,,,,0.165032696723938,0.16329413652420044,,,,0.1724364161491394,0.16317816972732546,,0.16647781133651735,0.1467239499092102,,,0.1250068187713623,0.12460145950317383,0.17871801853179933,0.15039732456207278,0.14726918935775757,0.13237552642822267,,0.15277574062347413,,,,,,,0.15262176990509035,0.16190525293350222,,0.1546220660209656,,0.12186864614486695,0.17033929824829103,0.16796247959136965,0.12331485748291016,0.1347080111503601,0.16617722511291505,,0.13642551898956298,0.14676907062530517,0.13812758922576904,0.17164639234542847,0.14129700660705566,,0.15689480304718018,,,0.13643108606338503,,0.15252685546875,0.12926417589187622,,,,,0.16101843118667603,,,0.16911175251007082,0.17954527139663698,,0.12926175594329833,0.13916321992874145,0.15455628633499147,,,,0.14874496459960937,,,,,0.13311914205551148,,,,0.15020443201065065,,0.16272019147872926,0.1487324118614197,,,,,,0.15774601697921753,,,,,,0.15415765047073365,,0.15334696769714357,0.15335357189178467,,0.15808709859848025,0.15399395227432253,0.15147043466567994,0.17236645221710206,0.17734518051147463,0.1265575885772705,0.12274354696273804,0.14566121101379395,,0.15586109161376954,0.14577889442443848,,,,0.16406902074813845,0.14558718204498292,,,0.13201565742492677,,0.12477611303329468,0.14296561479568481,0.1615368962287903,,,0.15168477296829225,,0.14519021511077881,,0.14517823457717896,,0.15876919031143188,0.18650084733963013,,0.13294036388397218,0.12101343870162964,,0.14537161588668823,0.14434574842453005,0.14314446449279786,0.1298811674118042,,,0.14229402542114258,,0.12217861413955688,,,0.122024405002594,,,,0.16724717617034912,0.1717829704284668,0.15728209018707276,,,,0.12583134174346924,,,0.15277050733566286,0.1702634930610657,0.12851483821868898,0.1829529643058777,0.13280924558639526,0.14587836265563967,0.12656959295272827,,,,,0.13904483318328859,0.15755778551101685,,0.12534333467483522,,0.1676770329475403,0.13880497217178345,0.13697819709777834,,0.1434807062149048,0.1410706162452698,0.1410669803619385,,,,0.12600722312927246,,0.120639967918396,,0.13677542209625246,,0.1555133581161499,,,0.1498231291770935,0.17680203914642334,0.1593492031097412,0.15159871578216555,0.1615793824195862,0.14531575441360475,0.15876923799514772,,,0.12154073715209962,0.14873368740081788,,,0.13609042167663574,0.14550305604934693,0.1294906735420227
